HeadX,HeadY,CentreX,CentreY,TerminiX,TerminiY,LeftMidChX,LeftMidChY,RightMidChX,RightMidChY,Length_km,Width_km,Area_kmsq,Orientation,CatNumber,CentreLong,CentreLat,DTMtile,DTMres,HiRISE,HiRISEANAGLYPH,HiRISEDTM
4685218,-2363075,4685329,-2364290,4685440,-2365475,4685972,-2364231,4684732,-2364402,2.411,1.253,3.022,174.7,1038,103.1851,-39.8870,H2356_0002_DA4,75,ESP_029009_1400,,
4686194,-2359832,4687370,-2360081,4688546,-2360467,4687393,-2359921,4687302,-2360235,2.442,0.327,0.799,105.1,1039,103.2300,-39.8160,H2356_0002_DA4,75,ESP_029009_1400,,
4706391,-2218213,4706003,-2216340,4705615,-2216133,4704929,-2216625,4705592,-2216103,2.231,0.863,1.925,338.8,1040,103.6404,-37.3910,H0451_0000_DA4,100,,,
4706259,-2214858,4705306,-2214029,4704352,-2213033,4704861,-2214396,4705592,-2213643,2.692,1.069,2.877,312.7,1041,103.6250,-37.3520,H0451_0000_DA4,100,,,
4691339,-2242178,4691681,-2244377,4692024,-2246345,4692138,-2244294,4691093,-2244496,4.226,1.095,4.628,170.4,1042,103.3250,-37.8640,H0451_0000_DA4,100,,,
4694599,-2241372,4694122,-2246155,4693645,-2250542,4694817,-2246345,4693046,-2245912,9.222,1.875,17.289,186.1,1043,103.3787,-37.8940,H0451_0000_DA4,100,,,
4705238,-2306432,4707279,-2308097,4709320,-2309556,4707676,-2306865,4706259,-2309295,5.190,2.824,14.656,127.0,1044,103.6685,-38.9390,H2356_0002_DA4,75,,,
4699852,-2315317,4702268,-2315685,4704684,-2315839,4702513,-2314564,4702336,-2316763,4.924,2.206,10.864,96.1,1045,103.5581,-39.0670,H2356_0002_DA4,75,ESP_017194_1405,,
4703444,-2321339,4704929,-2321671,4706414,-2321772,4705061,-2321221,4704952,-2322146,3.036,0.931,2.827,98.2,1046,103.6167,-39.1680,H2356_0002_DA4,75,,,
4686285,-2311381,4684532,-2312306,4682779,-2312134,4685131,-2312999,4684818,-2311612,3.635,1.423,5.172,258.0,1047,103.1675,-39.0100,H2356_0002_DA4,75,"ESP_013304_1405, PSP_001938_1405, PSP_002782_1405, PSP_005762_1405",PSP_002782_1405_PSP_001938_1405_RED_ANAGLYPH,
4686925,-2317688,4684487,-2315981,4682048,-2313260,4683978,-2317024,4684795,-2314884,6.636,2.294,15.225,311.8,1048,103.1665,-39.0720,H2356_0002_DA4,75,"ESP_013304_1405, PSP_001938_1405, PSP_002782_1405, PSP_005762_1405",PSP_002782_1405_PSP_001938_1405_RED_ANAGLYPH,
4679011,-2321802,4675330,-2324161,4671650,-2326834,4675419,-2324582,4675151,-2323681,8.986,0.941,8.453,235.9,1049,102.9649,-39.2100,H0248_0000_DA4,50,,,
4676772,-2327765,4674865,-2327777,4672958,-2328026,4674511,-2328689,4674443,-2326834,3.863,1.856,7.172,266.1,1050,102.9546,-39.2710,H0248_0000_DA4,50,,,
4680586,-2330367,4678468,-2333111,4676350,-2336040,4679633,-2334451,4677526,-2331730,7.103,3.453,24.527,217.0,1051,103.0340,-39.3610,H0248_0000_DA4,50,ESP_029009_1400,,
4682888,-2332768,4682303,-2334593,4681717,-2336680,4682534,-2334996,4681449,-2334244,4.087,1.329,5.430,196.8,1052,103.1184,-39.3860,H0248_0000_DA4,50,ESP_029009_1400,,
4688501,-2330077,4687182,-2335364,4685863,-2340295,4687257,-2335779,4685908,-2334913,10.559,1.612,17.024,194.6,1053,103.2259,-39.3990,H2356_0002_DA4,75,ESP_017194_1405,,
4663836,-2421205,4661445,-2421253,4659054,-2420986,4661515,-2422172,4661583,-2420334,4.726,1.839,8.690,272.6,1054,102.6591,-40.8480,H2400_0001_DA4,50,"ESP_011669_1390, ESP_019462_1390, ESP_032978_1390, ESP_033400_1390, ESP_033901_1390, ESP_035391_1390", ESP_033400_1390_ESP_032978_1390_RED_ANAGLYPH,
4663490,-2488512,4661928,-2489952,4660366,-2492015,4662428,-2490420,4661715,-2489437,4.631,1.203,5.570,220.8,1055,102.6697,-42.0070,H0451_0000_DA4,100,PSP_003705_1375,,
4593250,-2337717,4592930,-2338861,4592610,-2340153,4593187,-2339051,4592342,-2338618,2.520,0.955,2.406,194.8,1056,101.1502,-39.4580,H0022_0000_DA4,100,,,
4575782,-1918627,4575133,-1920026,4574484,-1920957,4575560,-1920192,4575128,-1919842,2.734,0.590,1.614,211.6,1057,100.7582,-32.3920,H0022_0000_DA4,100,"ESP_016271_1475, ESP_016416_1475, ESP_026042_1470, PSP_003349_1475",ESP_016271_1475_ESP_016416_1475_RED_ANAGLYPH,
4579615,-1918846,4579599,-1920145,4579583,-1921277,4579814,-1920133,4579351,-1920103,2.430,0.511,1.243,180.8,1058,100.8566,-32.3940,H0022_0000_DA4,100,"ESP_016271_1475, ESP_016416_1475, ESP_026042_1470, PSP_003349_1475",ESP_016271_1475_ESP_016416_1475_RED_ANAGLYPH,
4548574,-2403826,4547473,-2404419,4546372,-2404852,4547621,-2404751,4547403,-2404069,2.413,0.715,1.725,244.8,1059,100.1491,-40.5640,H2466_0000_DA4,100,,,
4547612,-2416155,4548431,-2416155,4549251,-2416108,4548474,-2415805,4548456,-2416487,1.621,0.682,1.106,88.3,1060,100.1702,-40.7620,H2466_0000_DA4,100,,,
4540129,-2434418,4540667,-2433523,4541205,-2432651,4540319,-2433214,4541173,-2433867,2.060,1.064,2.190,31.0,1061,99.9992,-41.0550,H2466_0000_DA4,100,,,
4544896,-2437067,4545773,-2436012,4546649,-2434477,4545182,-2435502,4545959,-2436486,3.112,1.246,3.876,33.7,1062,100.1116,-41.0970,H2466_0000_DA4,100,,,
4598063,-2136799,4598186,-2138394,4598309,-2140386,4598772,-2138388,4597973,-2138388,3.595,0.843,3.031,175.9,1063,101.2659,-36.0760,H0022_0000_DA4,100,"ESP_023141_1435, ESP_023642_1435",ESP_023141_1435_ESP_023642_1435_RED_ANAGLYPH,
4585690,-2128436,4586244,-2130273,4586798,-2132775,4586798,-2130054,4585826,-2130433,4.494,1.095,4.920,164.9,1064,101.0029,-35.9390,H0022_0000_DA4,100,ESP_024486_1435,,
4548057,-2325708,4549619,-2327184,4551181,-2328417,4550027,-2326390,4549274,-2327925,4.160,1.714,7.129,130.6,1065,100.1963,-39.2610,H0022_0000_DA4,100,,,
4521439,-2314914,4520985,-2316159,4520531,-2317172,4521702,-2316390,4520617,-2315898,2.439,1.205,2.938,202.2,1066,99.5657,-39.0750,H2466_0000_DA4,100,,,
4516517,-2313468,4516251,-2314677,4515986,-2315898,4516917,-2314795,4515609,-2314535,2.489,1.351,3.363,192.5,1067,99.4615,-39.0500,H2466_0000_DA4,100,,,
4513942,-2313669,4513799,-2314855,4513656,-2316159,4514301,-2314944,4513189,-2314713,2.506,1.151,2.885,186.6,1068,99.4075,-39.0530,H2466_0000_DA4,100,,,
4529067,-2371498,4526938,-2377390,4524808,-2382031,4529485,-2378385,4526161,-2376388,11.359,3.873,43.994,202.0,1069,99.6968,-40.1080,H6419_0000_DA4 ,75,ESP_034033_1395,,
4520840,-2375256,4521251,-2376500,4521662,-2377431,4521880,-2376157,4520617,-2376791,2.325,1.411,3.281,159.3,1070,99.5716,-40.0930,H6419_0000_DA4 ,75,ESP_034033_1395,,
4444660,-2280819,4445480,-2282965,4446299,-2285360,4445768,-2282639,4444638,-2283249,4.839,1.306,6.321,159.8,1071,97.9029,-38.5150,H0506_0000_DA4,125,"ESP_016403_1410, ESP_025963_1410, PSP_008320_1410",,
4440801,-2282639,4442542,-2284684,4444283,-2285911,4442399,-2284091,4441178,-2285277,4.832,1.721,8.314,132.6,1072,97.8382,-38.5440,H0506_0000_DA4,125,"ESP_016403_1410, ESP_025963_1410, PSP_008320_1410",,
4442817,-2293000,4443593,-2294583,4444370,-2295751,4443947,-2294304,4443175,-2294885,3.173,0.978,3.101,150.1,1073,97.8613,-38.7110,H0506_0000_DA4,125,"ESP_016403_1410, ESP_025963_1410, PSP_008320_1410",,
4441223,-2292769,4442020,-2294701,4442817,-2296592,4442222,-2294506,4441554,-2294885,4.153,0.779,3.234,157.0,1074,97.8267,-38.7130,H0506_0000_DA4,125,"ESP_016403_1410, ESP_025963_1410, PSP_008320_1410",,
4459127,-2317024,4458439,-2318589,4457751,-2319543,4458691,-2318933,4457996,-2318239,2.879,0.988,2.844,208.9,1075,98.1883,-39.1160,H2466_0000_DA4,100,"PSP_003270_1405, PSP_008610_1400, PSP_008821_1400",,
4493191,-2287505,4491729,-2289189,4490267,-2289965,4491906,-2289734,4491420,-2288632,3.866,1.209,4.673,230.5,1076,98.9214,-38.6200,H6419_0000_DA4 ,75,"ESP_016970_1410, ESP_018460_1410",,
4495076,-2289645,4494633,-2292034,4494190,-2293931,4495167,-2292277,4494013,-2291785,4.379,1.274,5.580,191.9,1077,98.9854,-38.6680,H6419_0000_DA4 ,75,"ESP_016970_1410, ESP_018460_1410",,
4487561,-2282354,4486496,-2281957,4485431,-2281282,4486408,-2282467,4486675,-2281394,2.426,1.107,2.686,296.2,1078,98.8062,-38.4980,H6419_0000_DA4 ,75,"ESP_016970_1410, ESP_018460_1410",,
4485077,-2189477,4485708,-2190734,4486339,-2192079,4486185,-2190431,4485032,-2191065,2.916,1.360,3.966,153.2,1079,98.7888,-36.9590,H0506_0000_DA4,125,,,
4487647,-2368226,4487293,-2369802,4486939,-2371349,4487806,-2369962,4486762,-2369642,3.203,1.093,3.499,192.8,1080,98.8237,-39.9800,H6419_0000_DA4 ,75,"ESP_025752_1395, ESP_028429_1395",,
4406700,-2219286,4404850,-2221141,4402999,-2223803,4405615,-2221254,4404884,-2221053,5.924,0.784,4.643,220.3,1081,97.0081,-37.4720,H6437_0000_DA4,100,"ESP_020794_1420, ESP_020860_1420, ESP_031910_1420, PSP_006672_1420","ESP_020860_1420_ESP_020794_1420_RED_ANAGLYPH, PSP_006672_1420_ESP_031910_1420_RED_ANAGLYPH",
4416921,-2239979,4419339,-2245740,4421757,-2250980,4421158,-2245509,4419913,-2246001,12.076,1.373,16.580,155.7,1082,97.3272,-37.8870,H6437_0000_DA4,100,"ESP_020794_1420, ESP_020860_1420, PSP_003692_1415, PSP_005670_1415,  PSP_006672_1420","PSP_005670_1415_PSP_003692_1415_RED_ANAGLYPH, PSP_006672_1420_ESP_031910_1420_RED_ANAGLYPH",
4417166,-2245480,4418563,-2247578,4419959,-2249214,4418983,-2246926,4417634,-2248200,4.713,1.885,8.883,142.4,1083,97.3101,-37.9180,H6437_0000_DA4,100,"ESP_020794_1420, ESP_020860_1420, PSP_003692_1415, PSP_005670_1415,  PSP_006672_1420","PSP_005670_1415_PSP_003692_1415_RED_ANAGLYPH, PSP_006672_1420_ESP_031910_1420_RED_ANAGLYPH",
4412889,-2243743,4410460,-2250127,4408030,-2254999,4410914,-2250803,4409120,-2249475,12.317,2.274,28.005,203.9,1084,97.1316,-37.9610,H6437_0000_DA4,100,"ESP_020794_1420, ESP_020860_1420, PSP_003692_1415, PSP_005670_1415,  PSP_006672_1420, PSP_004325_1415","PSP_005670_1415_PSP_003692_1415_RED_ANAGLYPH, PSP_006672_1420_ESP_031910_1420_RED_ANAGLYPH",
4433172,-2290801,4432119,-2294524,4431065,-2298649,4432241,-2294915,4430648,-2294162,8.136,1.789,14.558,195.3,1085,97.6086,-38.7100,H0506_0000_DA4,125,ESP_016403_1410,,
4428786,-2294476,4429394,-2296065,4430003,-2297896,4429957,-2295810,4429226,-2296302,3.637,0.892,3.246,160.1,1086,97.5486,-38.7360,H0506_0000_DA4,125,ESP_016403_1410,,
4425657,-2296764,4424849,-2298376,4424041,-2299686,4425212,-2298673,4424418,-2298098,3.353,0.992,3.327,209.4,1087,97.4485,-38.7750,H0506_0000_DA4,125,"ESP_016047_1410, ESP_020293_1410",ESP_020293_1410_ESP_016047_1410_RED_ANAGLYPH,
4424127,-2296681,4423319,-2297724,4422511,-2298934,4423528,-2298039,4422974,-2297434,2.789,0.827,2.306,216.1,1088,97.4148,-38.7640,H0506_0000_DA4,125,"ESP_016047_1410, ESP_020293_1410",ESP_020293_1410_ESP_016047_1410_RED_ANAGLYPH,
4402423,-2253209,4401435,-2254276,4400447,-2255580,4401737,-2254626,4401178,-2253932,3.122,0.900,2.811,220.6,1089,96.9329,-38.0310,H6437_0000_DA4,100,,,
4404461,-2254626,4404884,-2255224,4405306,-2257317,4405306,-2255871,4404707,-2254626,2.827,1.389,3.927,162.1,1090,97.0088,-38.0470,H6437_0000_DA4,100,,,
4401678,-2217040,4400386,-2217881,4399094,-2218693,4400416,-2218415,4400048,-2217330,3.148,1.150,3.619,238.3,1091,96.9098,-37.4170,H6437_0000_DA4,100,"ESP_020794_1420, ESP_020860_1420, PSP_003692_1415, PSP_005670_1415,  PSP_006672_1420, ESP_031910_1420","PSP_005670_1415_PSP_003692_1415_RED_ANAGLYPH, PSP_006672_1420_ESP_031910_1420_RED_ANAGLYPH",
4396515,-2217478,4396497,-2217941,4396479,-2218563,4396856,-2217923,4396179,-2217911,1.085,0.702,0.761,182.0,1092,96.8241,-37.4180,H6437_0000_DA4,100,,,
4393042,-2217549,4392749,-2218059,4392456,-2218806,4392846,-2218154,4392524,-2217952,1.396,0.390,0.545,205.8,1093,96.7416,-37.4200,H6437_0000_DA4,100,,,
4391779,-2218184,4391795,-2218711,4391811,-2219138,4392093,-2218723,4391493,-2218676,0.955,0.623,0.595,178.0,1094,96.7206,-37.4310,H6437_0000_DA4,100,,,
4386734,-2219286,4387279,-2219956,4387824,-2220833,4387379,-2219648,4386880,-2220312,1.915,0.842,1.612,143.9,1095,96.6211,-37.4520,H6437_0000_DA4,100,,,
4385395,-2220893,4385622,-2221438,4385849,-2221936,4385994,-2221313,4385281,-2221604,1.144,0.794,0.908,155.7,1096,96.5846,-37.4770,H6437_0000_DA4,100,,,
4384219,-2221628,4384535,-2222446,4384850,-2223222,4384741,-2222339,4384187,-2222540,1.723,0.608,1.048,157.7,1097,96.5607,-37.4940,H6437_0000_DA4,100,,,
4355485,-2308169,4354520,-2312662,4353556,-2315578,4356416,-2312999,4355463,-2312276,7.663,1.208,9.254,194.8,1098,95.8997,-39.0160,H2510_0001_DA4,125,PSP_005459_1405,,
4357901,-2567466,4356932,-2569084,4355962,-2571692,4357978,-2569653,4356207,-2568467,4.609,2.057,9.482,203.5,1099,95.9528,-43.3420,H2510_0001_DA4,125,,,
4297010,-2245000,4298123,-2248289,4299235,-2250619,4298695,-2248040,4297364,-2248592,6.068,1.477,8.960,157.8,1100,94.6576,-37.9300,H0528_0000_DA4,100,,,
4300802,-2245841,4301515,-2247459,4302227,-2249143,4302073,-2247187,4301011,-2247768,3.613,1.239,4.476,156.0,1101,94.7323,-37.9160,H0528_0000_DA4,100,,,
4295798,-2258099,4296797,-2258662,4297796,-2259415,4297196,-2258028,4296533,-2259326,2.438,1.466,3.573,122.7,1102,94.6284,-38.1050,H0528_0000_DA4,100,,,
4283683,-2284957,4285186,-2284684,4286689,-2284305,4285059,-2284346,4285191,-2284968,3.137,0.637,1.998,78.0,1103,94.3727,-38.5440,H0528_0000_DA4,100,"ESP_028561_1410,  ESP_028983_1410",ESP_028983_1410_ESP_028561_1410_RED_ANAGLYPH,
4213243,-1970321,4213609,-1971358,4213974,-1971897,4214065,-1971174,4213379,-1971524,1.767,0.826,1.460,153.2,1104,92.7964,-33.2580,H0528_0000_DA4,100,"PSP_003613_1465, PSP_003758_1465",PSP_003613_1465_PSP_003758_1465_RED_ANAGLYPH,
4213420,-1972549,4214474,-1972366,4215527,-1972490,4214619,-1971708,4214610,-1973053,2.300,1.346,3.095,88.5,1105,92.8154,-33.2750,H0528_0000_DA4,100,"PSP_003613_1465, PSP_003758_1465, PSP_007661_1455, PSP_008597_1460",PSP_003613_1465_PSP_003758_1465_RED_ANAGLYPH,
4159867,-2051912,4163336,-2049363,4166805,-2045831,4163014,-2048409,4163836,-2050318,9.623,2.103,20.238,50.8,1106,91.6892,-34.5740,H0528_0000_DA4,100,,,
4138717,-2092764,4139182,-2094353,4139647,-2095728,4139457,-2094181,4138848,-2094471,3.125,0.710,2.219,161.5,1107,91.1573,-35.3330,H0550_0000_DA4,125,"ESP_020425_1445, ESP_028482_1445, PSP_001635_1445, PSP_001978_1445, PSP_003112_1445",PSP_001978_1445_PSP_001635_1445_RED_ANAGLYPH,
4135048,-2093819,4135706,-2094768,4136365,-2096190,4135865,-2094531,4135134,-2095035,2.754,0.927,2.554,149.4,1108,91.0807,-35.3400,H0550_0000_DA4,125,"ESP_020425_1445, ESP_028482_1445, PSP_001635_1445, PSP_001978_1445, PSP_003112_1445",PSP_001978_1445_PSP_001635_1445_RED_ANAGLYPH,
4132927,-2094051,4133449,-2095123,4133972,-2096220,4133658,-2094993,4133281,-2095206,2.438,0.454,1.108,152.9,1109,91.0310,-35.3460,H0550_0000_DA4,125,"ESP_020425_1445, ESP_028482_1445, PSP_001635_1445, PSP_001978_1445, PSP_003112_1445",PSP_001978_1445_PSP_001635_1445_RED_ANAGLYPH,
4094726,-2163325,4094511,-2164178,4094295,-2164919,4094971,-2164220,4094495,-2164137,1.657,0.507,0.840,195.8,1110,90.1735,-36.5110,H0550_0000_DA4,125,"ESP_017089_1430,  PSP_002545_1430, PSP_003468_1430, PSP_003956_1430",PSP_003956_1430_PSP_002545_1430_RED_ANAGLYPH,
4098141,-2407329,4099428,-2407442,4100715,-2407483,4099340,-2406837,4099240,-2408035,2.556,1.201,3.070,93.5,1111,90.2818,-40.6150,H0365_0000_DA4,75,"ESP_013199_1390, PSP_006224_1385",,
4095139,-2428443,4094113,-2428307,4093087,-2428158,4094113,-2428781,4094186,-2427779,2.043,1.004,2.052,278.0,1112,90.1647,-40.9670,H2609_0000_DA4,125,PSP_006224_1385,,
4094513,-2429575,4093950,-2429729,4093387,-2429854,4094009,-2429966,4093927,-2429439,1.144,0.534,0.610,255.9,1113,90.1611,-40.9910,H0365_0000_DA4,75,PSP_006224_1385,,
4000211,-2265289,4001319,-2265479,4002427,-2265811,4001397,-2264987,4001210,-2265929,2.331,0.962,2.242,102.9,1114,88.1211,-38.2200,H2609_0000_DA4,125,"ESP_025726_1410, PSP_007147_1415",,
3998981,-2263962,3998327,-2265123,3997673,-2267216,3999045,-2265509,3997937,-2264785,3.520,1.347,4.740,202.4,1115,88.0552,-38.2140,H2609_0000_DA4,125,"ESP_025726_1410, PSP_007147_1415",,
3994844,-2290718,3993271,-2289367,3991698,-2288080,3992983,-2290226,3993805,-2288489,4.154,1.928,8.010,309.4,1116,87.9439,-38.6230,H2609_0000_DA4,125,"PSP_006646_1415, PSP_007002_1410",,
3912590,-2360727,3912417,-2360378,3912244,-2359631,3911990,-2360567,3912458,-2360176,1.150,0.611,0.702,342.5,1117,86.1632,-39.8210,H2631_0001_DA4,175,"PSP_005433_1400, PSP_006712_1400, PSP_007213_1400",,
3904353,-2530852,3904646,-2531741,3904938,-2532535,3904984,-2531551,3904275,-2531895,1.775,0.761,1.351,161.5,1118,85.9921,-42.7120,H2631_0001_DA4,175,ESP_012975_1370,,
3795203,-2624340,3794011,-2625158,3792819,-2625436,3793859,-2625715,3793750,-2624571,2.483,1.148,2.852,243.8,1119,83.5556,-44.2880,H2195_0000_DA4,100,"ESP_028390_1355, PSP_004009_1355",,
3796102,-2625774,3794549,-2626165,3792996,-2626551,3794558,-2626628,3794536,-2625656,3.003,0.972,2.920,255.0,1120,83.5674,-44.3050,H2195_0000_DA4,100,"ESP_028390_1355, PSP_004009_1355",,
3498959,-3311381,3499581,-3306461,3500203,-3301832,3498518,-3306111,3500779,-3306864,9.592,1.823,17.482,5.5,1121,77.0713,-55.7820,none,none,"ESP_012448_1240, ESP_014294_1240",,
3432855,-2107251,3431985,-2107690,3431116,-2108235,3432133,-2107873,3431969,-2107536,2.093,0.380,0.795,241.9,1122,75.5827,-35.5580,none,none,,,
3434285,-2111086,3433454,-2111543,3432623,-2111863,3433609,-2111732,3433522,-2111329,1.927,0.413,0.796,246.2,1123,75.6150,-35.6230,none,none,,,
3346441,-1578521,3345287,-1583049,3344134,-1588829,3343825,-1583097,3343162,-1582949,10.652,0.787,8.385,194.6,1124,73.6733,-26.7070,none,none,"ESP_013727_1530, ESP_032557_1535, PSP_004273_1535",,
3127579,-1629663,3126841,-1630884,3126103,-1631963,3127134,-1631370,3126289,-1630416,2.865,1.366,3.914,216.6,1125,68.8625,-27.5140,H0466_0000_DA4,150,,,
2928546,-1826230,2928905,-1827024,2929263,-1827925,2929186,-1826911,2928887,-1827083,1.876,0.377,0.708,154.6,1126,64.5033,-30.8230,none,none,,,
2640325,-1737650,2639905,-1739535,2639485,-1741585,2640307,-1739706,2639639,-1739386,4.050,0.824,3.338,193.6,1127,58.1387,-29.3470,H5263_0001_DA4,125,ESP_021758_1505,,
2650569,-1731947,2650780,-1732718,2650991,-1733512,2651082,-1732558,2650437,-1732872,1.637,0.799,1.308,162.9,1128,58.3782,-29.2320,H5263_0001_DA4,125,ESP_021758_1505,,
2592239,-1768111,2590570,-1768994,2588901,-1769587,2590695,-1769296,2590586,-1768733,4.057,0.576,2.338,248.6,1129,57.0522,-29.8440,H5263_0001_DA4,125,,,
2572237,-1926196,2570441,-1926724,2568645,-1927068,2570412,-1927441,2570312,-1926054,4.049,1.391,5.633,257.6,1130,56.6089,-32.5050,H2613_0000_DA4,200,ESP_019134_1475,,
2327911,-2083719,2327711,-2086410,2327511,-2089712,2328465,-2086552,2327134,-2086321,6.007,1.438,8.638,184.1,1131,51.2632,-35.1990,none,none,,,
2219955,-2100879,2219501,-2102414,2219047,-2104181,2219978,-2102586,2219093,-2102213,3.440,1.013,3.483,196.3,1132,48.8801,-35.4690,none,none,,,
2223461,-2102877,2222042,-2104311,2220623,-2105022,2222239,-2104845,2221953,-2103831,3.701,1.058,3.917,234.6,1133,48.9361,-35.5010,none,none,,,
2225168,-2110748,2223915,-2111009,2222662,-2111388,2223992,-2111418,2223947,-2110636,2.736,0.784,2.144,256.5,1134,48.9773,-35.6140,none,none,,,
2188715,-2106712,2191276,-2107927,2193837,-2109622,2191553,-2106522,2190314,-2109332,6.168,3.103,19.137,118.2,1135,48.2585,-35.5620,none,none,ESP_029433_1435,,
2187898,-2110084,2190087,-2111483,2192275,-2112995,2190459,-2109533,2188960,-2113386,5.481,4.168,22.844,122.1,1136,48.2323,-35.6220,none,none,ESP_029433_1435,,
2147477,-2683526,2149034,-2682951,2150592,-2682251,2148984,-2682613,2149129,-2683283,3.133,0.683,2.140,66.0,1137,47.3282,-45.2630,none,none,ESP_023921_1340,,
2149783,-2689299,2151752,-2689352,2153720,-2689014,2151668,-2688445,2151668,-2690283,3.622,1.837,6.654,85.5,1138,47.3881,-45.3710,none,none,ESP_023921_1340,,
2146923,-2699530,2144330,-2703223,2141737,-2706335,2144530,-2703904,2143508,-2702541,8.290,1.652,13.695,214.8,1139,47.2246,-45.6050,none,none,ESP_023921_1340,,
2164309,-2853448,2170251,-2850817,2176192,-2848938,2170580,-2849252,2171247,-2852405,11.298,3.206,36.227,66.6,1140,47.7955,-48.0950,H2210_0000_DA4,100,"ESP_012238_1315, ESP_012383_1315",ESP_012238_1315_ESP_012383_1315_RED_ANAGLYPH,
2128410,-2089362,2128544,-2090381,2128678,-2091330,2128987,-2090287,2128101,-2090435,1.988,0.955,1.899,171.7,1141,46.8770,-35.2660,none,none,"ESP_028299_1445, PSP_008691_1445",,
2140607,-2100126,2139941,-2101407,2139276,-2102562,2140230,-2101691,2139476,-2101110,2.817,0.990,2.788,210.1,1142,47.1280,-35.4520,none,none,PSP_008691_1445,,
2151068,-2075178,2154640,-2076215,2158211,-2077786,2154483,-2075409,2154306,-2077033,8.067,1.635,13.191,108.9,1143,47.4517,-35.0270,none,none,,,
2100362,-2355695,2103103,-2360378,2105843,-2365244,2105330,-2358647,2099454,-2362120,11.017,6.838,75.337,150.1,1144,46.3167,-39.8210,none,none,PSP_008256_1400,,
2052608,-2990841,2055711,-2987978,2058815,-2983805,2057039,-2987717,2057975,-2988263,8.728,0.950,8.293,36.3,1145,45.2730,-50.4090,none,none,,,
2007409,-2034557,2007201,-2035434,2006992,-2036673,2007777,-2035541,2006692,-2035298,2.163,1.195,2.585,192.0,1146,44.2046,-34.3390,none,none,,,
1996934,-2028931,1996503,-2029684,1996071,-2030550,1996548,-2029755,1996303,-2029566,1.867,0.326,0.608,209.9,1147,43.9690,-34.2420,none,none,,,
1968069,-2757619,1969277,-2757577,1970484,-2757358,1969399,-2757044,1969399,-2758081,2.185,1.037,2.267,83.2,1148,43.3694,-46.5220,none,none,,,
1968686,-2765176,1969828,-2764928,1970970,-2764566,1969862,-2764536,1969999,-2765259,2.136,0.733,1.566,73.4,1149,43.3816,-46.6460,none,none,,,
1969199,-2791311,1973479,-2791957,1977759,-2791714,1973767,-2790238,1973477,-2793652,7.617,3.424,26.079,93.1,1150,43.4620,-47.1020,none,none,,,
1992502,-2853798,1995583,-2862138,1998664,-2869168,1998378,-2860514,1992434,-2863810,16.275,6.125,99.679,160.8,1151,43.9488,-48.2860,none,none,,,
1972723,-2883264,1974442,-2886559,1976160,-2889310,1975806,-2885694,1972591,-2887460,6.732,3.285,22.115,153.9,1152,43.4832,-48.6980,H2287_0001_DA4,75,,,
1971016,-2504558,1970450,-2504771,1969885,-2505257,1970607,-2505370,1970217,-2504214,1.297,1.216,1.577,237.4,1153,43.3953,-42.2570,none,none,,,
1920464,-2734176,1922339,-2734105,1924215,-2733654,1922417,-2733050,1922548,-2735101,3.433,2.054,7.053,81.3,1154,42.3357,-46.1260,H6552_0000_DA4,125,,,
1921595,-2739848,1923025,-2739914,1924455,-2740080,1923170,-2739214,1923170,-2740631,2.594,1.417,3.674,95.1,1155,42.3508,-46.2240,H6552_0000_DA4,125,,,
1921972,-2742658,1923402,-2742818,1924832,-2742860,1923416,-2741994,1923325,-2743583,2.589,1.591,4.118,94.5,1156,42.3591,-46.2730,H6552_0000_DA4,125,,,
1927770,-2418384,1927677,-2419238,1927584,-2419990,1928102,-2419380,1927207,-2419089,1.617,0.930,1.504,186.5,1157,42.4533,-40.8140,none,none,,,
1931916,-2419860,1931346,-2420601,1930776,-2421549,1931684,-2420956,1931062,-2420263,2.030,0.926,1.881,213.7,1158,42.5341,-40.8370,none,none,,,
1942827,-2563850,1943492,-2564164,1944157,-2564123,1943613,-2563589,1943467,-2564715,1.294,1.135,1.468,102.2,1159,42.8016,-43.2590,none,none,,,
1942105,-2590334,1947020,-2590126,1951936,-2589451,1947658,-2589522,1947790,-2590695,9.320,1.180,10.999,84.6,1160,42.8793,-43.6970,H6552_0000_DA4,125,,,
1964740,-2777950,1963844,-2777435,1962947,-2776664,1963655,-2777867,1963946,-2776996,2.054,0.909,1.867,308.8,1161,43.2498,-46.8570,none,none,,,
1958388,-2752338,1957375,-2751531,1956363,-2750571,1957180,-2752095,1957925,-2750921,2.538,1.351,3.430,314.1,1162,43.1073,-46.4200,none,none,,,
1910733,-2143918,1910279,-2146278,1909825,-2148145,1910779,-2146497,1909757,-2146034,4.333,1.171,5.075,192.7,1163,42.0701,-36.2090,none,none,,,
1906143,-2202832,1906277,-2200099,1906411,-2198012,1905811,-2199951,1906510,-2200283,4.827,0.800,3.861,3.3,1164,41.9820,-37.1170,none,none,ESP_020862_1430,,
1908858,-2198807,1907923,-2198084,1906987,-2196940,1907518,-2198605,1908082,-2197592,2.698,1.171,3.160,313.8,1165,42.0182,-37.0830,none,none,ESP_020862_1430,,
1904767,-2953623,1906420,-2953777,1908072,-2953937,1906674,-2952923,1906542,-2954660,2.801,1.740,4.874,96.5,1166,41.9851,-49.8320,H2287_0001_DA4,75,,,
